а,0.08387500440949033
б,0.01727034910167078
в,0.046033222492670965
г,0.02073481603606313
д,0.0304115586202287
е,0.07965489007836825
ж,0.01012975969670133
з,0.017808771079684597
и,0.0664468419694362
й,0.011514803819454114
к,0.035860760363230604
л,0.05061352256080919
м,0.029559366592958554
н,0.06516205573224461
о,0.11368315908884148
п,0.025692011488811034
р,0.04557092224258324
с,0.05217494629704926
т,0.05679423554290573
у,0.028671898642990953
ф,0.002239092777533322
х,0.00853120341025341
ц,0.0040455913451451974
ч,0.013627645926280747
ш,0.009444664145366507
щ,0.002805364168203026
ы,0.018980303038742246
ь,0.020003304796968498
э,0.0030225895869189453
ю,0.0064870565213112985
я,0.023150288427083738
